,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Гарантия,VIN,Госномер,Владение,Обмен,Кузов №
883,Skoda Rapid I,https://auto.ru/cars/used/sale/skoda/rapid/1102107344-b729475e/,595 000 ₽,2014,68 500 км,лифтбек,синий,1.6 л / 105 л.с. / Бензин,2 520 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XW8**************,******|163,,,
884,Kia Spectra I Рестайлинг 2,https://auto.ru/cars/used/sale/kia/spectra/1101576069-9ea34409/,No_info,,,,,,,,,,,,,,,,,,,
885,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1101916323-52c78de3/,95 000 ₽,1999,130 000 км,внедорожник 3 дв.,белый,1.7 л / 79 л.с. / Бензин,1 264 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,3 года и 4 месяца,,
886,Chevrolet Tahoe I,https://auto.ru/cars/used/sale/chevrolet/tahoe/1100358646-acc6edbb/,365 000 ₽,1996,380 000 км,внедорожник 5 дв.,синий,5.7 л / 203 л.с. / Бензин,15 225 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,1GN**************,******|763,1 год,,
887,Honda Civic VIII,https://auto.ru/cars/used/sale/honda/civic/1102242605-4c47e064/,425 000 ₽,2007,221 157 км,седан,синий,1.8 л / 140 л.с. / Бензин,4 620 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,JHM**************,******|177,,,
888,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1102072496-e4c3f73b/,500 000 ₽,2016,66 000 км,седан,серый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|763,,,
889,Mercedes-Benz R-Класс Long I Рестайлинг 2 350 Long,https://auto.ru/cars/used/sale/mercedes/r_klasse/1078677777-3163b/,1 400 000 ₽,2012,200 000 км,минивэн,серебристый,3.0 л / 224 л.с. / Дизель,16 800 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WDC**************,******|51,8 лет и 10 месяцев,Рассмотрю варианты,
890,"Mercedes-Benz CLA  II (C118, X118) 200",https://auto.ru/cars/used/sale/mercedes/cla_klasse/1100295486-1cc4ea4e/,2 400 000 ₽,2020,8 000 км,седан,белый,1.3 л / 150 л.с. / Бензин,4 950 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,До марта 2024,W1K**************,******|763,10 месяцев,,
891,Toyota 4Runner II,https://auto.ru/cars/used/sale/toyota/4runner/1101824807-32465b86/,480 000 ₽,1994,220 000 км,внедорожник 5 дв.,красный,3.0 л / 143 л.с. / Бензин,4 719 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,,******|163,,,VZN1300***********
892,BMW 4 серии  F32/F33/F36 Рестайлинг 420i xDrive,https://auto.ru/cars/used/sale/bmw/4/1102181479-2a54d645/,2 500 000 ₽,2018,65 000 км,купе,синий,2.0 л / 184 л.с. / Бензин,7 912 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WBA**************,******|163,2 года и 9 месяцев,,
893,Mercedes-Benz 190 (W201),https://auto.ru/cars/used/sale/mercedes/w201/1098114764-0d23f9fb/,120 000 ₽,1993,270 000 км,седан,белый,1.8 л / 109 л.с. / Бензин,2 616 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WDB**************,******|163,,,
894,Toyota Chaser VI (X100) Рестайлинг,https://auto.ru/cars/used/sale/toyota/chaser/1100493964-fea30f40/,1 600 000 ₽,2001,50 000 км,седан,белый,2.5 л / 200 л.с. / Бензин,8 600 ₽ / год,автоматическая,полный,Правый,Не требует ремонта,3 или более,Оригинал,Растаможен,,,******|763,,,JZX1000***********
895,Skoda Karoq I,https://auto.ru/cars/used/sale/skoda/karoq/1102217739-1131b491/,1 690 000 ₽,2020,9 600 км,внедорожник 5 дв.,белый,1.4 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,До августа 2022,XW8**************,******|763,6 месяцев,,
896,Toyota Fortuner II,https://auto.ru/cars/used/sale/toyota/fortuner/1102194423-24675bc7/,2 300 000 ₽,2018,75 000 км,внедорожник 5 дв.,белый,2.7 л / 166 л.с. / Бензин,7 138 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,MR0**************,******|763,,,
897,Mercedes-Benz S-Класс  V (W221) Рестайлинг 350,https://auto.ru/cars/used/sale/mercedes/s_klasse/1085028478-d2a84d30/,1 430 000 ₽,2010,150 000 км,седан,чёрный,3.0 л / 235 л.с. / Дизель,17 625 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WDD**************,******|163,,,
898,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1102247151-62b880aa/,195 000 ₽,2013,377 000 км,седан,белый,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|116,,Рассмотрю варианты,
899,Toyota Fortuner II,https://auto.ru/cars/used/sale/toyota/fortuner/1102194423-24675bc7/,2 300 000 ₽,2018,75 000 км,внедорожник 5 дв.,белый,2.7 л / 166 л.с. / Бензин,7 138 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,MR0**************,******|763,,,
900,Jeep Grand Cherokee I (ZJ) Рестайлинг,https://auto.ru/cars/used/sale/jeep/grand_cherokee/1100461450-1ea96e0b/,850 000 ₽,1998,246 000 км,внедорожник 5 дв.,чёрный,5.9 л / 249 л.с. / Бензин,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,1J4**************,******|163,,,
901,BMW 5 серии  VII (G30/G31) 520d,https://auto.ru/cars/used/sale/bmw/5er/1101829833-00607ab4/,1 850 000 ₽,2017,150 000 км,седан,чёрный,2.0 л / 190 л.с. / Дизель,8 170 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WBA**************,******|163,,,
902,Jaguar XK II,https://auto.ru/cars/used/sale/jaguar/xk/1100898510-ed1863da/,999 999 ₽,2006,50 000 км,купе,чёрный,4.2 л / 298 л.с. / Бензин,44 700 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,SAJ**************,******|199,2 года и 2 месяца,,
903,Kia Cerato III Рестайлинг (Classic),https://auto.ru/cars/used/sale/kia/cerato/1099568682-e13a85c4/,729 000 ₽,2018,145 744 км,седан,белый,1.6 л / 130 л.с. / Бензин,2 730 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWE**************,,2 года и 5 месяцев,,
904,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102195713-fff39c71/,140 000 ₽,2008,188 000 км,седан,чёрный,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,XTA**************,******|763,,,
905,Mitsubishi Lancer X,https://auto.ru/cars/used/sale/mitsubishi/lancer/1098204976-9a0fd6be/,400 000 ₽,2010,132 000 км,седан,чёрный,1.5 л / 109 л.с. / Бензин,2 616 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JMB**************,******|763,,,
906,Mercedes-Benz C-Класс  III (W204) Рестайлинг 300,https://auto.ru/cars/used/sale/mercedes/c_klasse/1101037006-bb4965da/,1 780 000 ₽,2012,40 000 км,седан,чёрный,3.5 л / 250 л.с. / Бензин,18 750 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WDD**************,******|63,8 лет и 9 месяцев,Рассмотрю варианты,
907,Mitsubishi Outlander II Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/outlander/1102076763-001e345a/,739 680 ₽,2010,194 000 км,внедорожник 5 дв.,серый,2.0 л / 147 л.с. / Бензин,4 851 ₽ / год,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,JMB**************,,,Рассмотрю варианты,
908,LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1102110237-a0d2a2fa/,45 000 ₽,2001,235 000 км,хэтчбек 5 дв.,серебристый,1.5 л / 68 л.с. / Бензин,1 088 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|163,,,
909,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1101647881-67f317f3/,245 116 ₽,2013,194 300 км,универсал 5 дв.,серебристый,1.6 л / 84 л.с. / Бензин,1 344 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,,,Рассмотрю варианты,
910,Jeep Cherokee II (XJ),https://auto.ru/cars/used/sale/jeep/cherokee/1084334517-6d5af8d8/,250 000 ₽,1986,125 000 км,внедорожник 5 дв.,серый,2.5 л / 118 л.с. / Бензин,2 832 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,1JC**************,******|163,,,
